Wall time,Step,Value
1686110225.534073,1,0.0
1686111380.2045395,3,180.0
1686113672.1386178,7,220.0
1686114245.2964509,8,260.0
1686115975.40299,11,310.0
1686120117.1690254,18,344.7055358886719
1686123760.7106783,24,360.3864440917969
1686125777.641065,27,456.3480224609375
1686128371.248301,31,600.0
1686135229.2697778,42,680.0
