Wall time,Step,Value
1686110579.386769,1,288.0
1686111441.8192985,2,336.0
1686115672.3689995,7,390.2323303222656
1686116513.7604508,8,432.0
1686124100.5759513,17,468.0
1686125818.4787347,19,712.3629150390625
1686139054.3388648,35,781.4228515625
