Wall time,Step,Value
1686109879.6019866,108,11.455334663391113
1686109904.860233,173,9.153424263000488
1686109932.8839011,245,8.077399253845215
1686109938.8089232,260,8.004247665405273
1686109997.5369911,403,7.9811110496521
1686110023.3312294,466,8.127427101135254
1686110041.091195,511,8.235357284545898
1686110051.5092077,539,8.308812141418457
1686110058.9948509,557,8.35268783569336
1686110074.4767184,597,8.429936408996582
1686110098.7005303,659,8.602423667907715
1686110140.7666907,765,8.815570831298828
1686110156.7828264,805,8.875640869140625
1686110181.9228597,867,8.98755168914795
1686110189.6449144,887,9.02725887298584
1686110245.7046087,1016,9.201436042785645
1686110249.7803218,1027,9.228606224060059
1686110253.8856924,1038,9.246525764465332
1686110288.7711532,1126,9.42095947265625
1686110291.1531928,1133,9.444629669189453
1686110303.408731,1165,9.506451606750488
1686110308.809264,1177,9.518356323242188
1686110311.3733497,1185,9.53461742401123
1686110339.260654,1253,9.665336608886719
1686110339.6400712,1255,9.672672271728516
1686110347.0560093,1272,9.692057609558105
1686110389.401333,1377,9.885970115661621
1686110405.533728,1418,9.979201316833496
1686110421.6210248,1459,10.062959671020508
1686110435.815611,1495,10.142537117004395
1686110442.9731636,1511,10.154407501220703
1686110443.5838308,1514,10.170913696289062
1686110457.5387197,1549,10.236069679260254
1686110465.0295417,1566,10.268741607666016
1686110507.0156488,1671,10.495467185974121
1686110614.5213425,1941,10.998502731323242
1686110622.4589105,1961,11.008075714111328
1686110622.6683607,1962,11.008971214294434
1686110785.8311691,2360,11.613530158996582
1686110817.2218425,2437,11.746705055236816
1686110819.20989,2442,11.758696556091309
1686110827.3957214,2463,11.791431427001953
1686110829.048566,2466,11.793134689331055
1686110843.8645484,2504,11.834229469299316
1686110873.7832258,2578,11.933151245117188
1686110897.8955479,2636,12.06493091583252
1686110900.5152977,2644,12.083459854125977
1686110916.3731136,2685,12.155038833618164
1686110920.1773443,2694,12.171783447265625
1686110926.2892375,2709,12.18769645690918
1686110930.043456,2718,12.191560745239258
1686110950.286316,2769,12.280807495117188
1686110957.5334606,2786,12.324033737182617
1686110979.997109,2845,12.482491493225098
1686111031.8157578,2974,12.668817520141602
1686111080.0945473,3084,12.783093452453613
1686111088.508846,3105,12.834714889526367
1686111089.726587,3106,12.833956718444824
1686111105.827852,3146,12.850313186645508
1686111126.7943833,3200,12.952736854553223
1686111134.4354012,3218,12.980170249938965
1686111144.2141407,3242,13.00620174407959
1686111153.8033414,3266,13.021394729614258
1686111154.3690774,3269,13.029025077819824
1686111189.9838955,3357,13.105420112609863
1686111208.713504,3405,13.174371719360352
1686111240.6792655,3484,13.29287338256836
1686111248.1617184,3501,13.312955856323242
1686111258.288867,3527,13.35638427734375
1686111274.5705829,3567,13.407783508300781
1686111288.3835104,3601,13.469707489013672
1686111294.7249134,3617,13.47849178314209
1686111309.9085941,3655,13.519515037536621
1686111315.8004513,3669,13.54532527923584
1686111317.4740074,3672,13.55090618133545
1686111333.620553,3713,13.603043556213379
1686111362.050006,3783,13.67548656463623
1686111388.7530205,3849,13.767719268798828
1686111416.0955558,3916,13.880216598510742
1686111459.298923,4013,13.968547821044922
1686111463.5635078,4024,13.980504035949707
1686111498.7066665,4110,14.14536190032959
1686111504.0589454,4122,14.162224769592285
1686111528.2762847,4182,14.23707389831543
1686111532.6276724,4193,14.246700286865234
1686111547.1220908,4228,14.275596618652344
1686111584.0332172,4319,14.374015808105469
1686111588.5045094,4329,14.394038200378418
1686111674.0389626,4540,14.646321296691895
1686111684.0776315,4565,14.650385856628418
1686111718.3143713,4650,14.737143516540527
1686111735.9778717,4691,14.77892017364502
1686111793.7958076,4833,14.874810218811035
1686111795.6155858,4837,14.88113021850586
1686111813.9084892,4883,14.88393497467041
1686111899.1678205,5080,15.002126693725586
1686111902.9795356,5089,15.006481170654297
1686111904.5037947,5091,15.00182819366455
1686111921.152586,5133,15.003691673278809
1686111922.9836564,5137,15.000276565551758
1686111930.977902,5156,15.02904224395752
1686111944.0185685,5188,15.015636444091797
1686111949.7990456,5201,15.02608871459961
1686111960.0402143,5226,15.048425674438477
1686111975.0796864,5263,15.029744148254395
1686111989.638185,5296,15.072952270507812
1686112016.6720266,5363,15.077086448669434
1686112033.2450216,5404,15.070889472961426
1686112054.258218,5455,15.09203815460205
1686112143.2442904,5668,15.000123977661133
1686112181.446699,5759,15.076104164123535
1686112212.0135188,5833,15.05327033996582
1686112225.9757035,5867,15.061492919921875
1686112230.7575338,5880,15.049629211425781
1686112263.2295413,5957,15.00391674041748
1686112273.5998087,5982,14.994668960571289
1686112280.244938,5998,15.017566680908203
1686112307.6995502,6054,15.00454044342041
1686112331.7186568,6112,14.997106552124023
1686112343.0030932,6139,14.973489761352539
1686112344.9433022,6143,14.966774940490723
1686112379.7843487,6226,14.938154220581055
1686112386.6444283,6244,14.957962036132812
1686112401.0695076,6280,14.947547912597656
1686112423.0227106,6333,14.932838439941406
1686112423.4186466,6335,14.936042785644531
1686112433.4354014,6359,14.914433479309082
1686112433.6404524,6360,14.909720420837402
1686112435.7585213,6365,14.915122032165527
1686112437.843654,6370,14.923001289367676
1686112513.320707,6552,14.821270942687988
1686112520.2441654,6570,14.829991340637207
1686112527.7160234,6586,14.834202766418457
1686112529.7952983,6591,14.840213775634766
1686112532.6974006,6600,14.841257095336914
1686112587.5588772,6731,14.807316780090332
1686112595.5947523,6751,14.808904647827148
1686112616.4664204,6803,14.79456615447998
1686112633.3926532,6843,14.74682331085205
1686112637.0877407,6851,14.756319046020508
1686112665.0980127,6920,14.743454933166504
1686112695.4880018,6992,14.736117362976074
1686112697.494914,6997,14.730169296264648
1686112697.906833,6999,14.724020004272461
1686112726.615134,7055,14.690773010253906
1686112772.0485826,7165,14.769150733947754
1686112790.168785,7208,14.739696502685547
1686112809.1218734,7254,14.679529190063477
1686112831.6030512,7309,14.654009819030762
1686112851.4106383,7354,14.656072616577148
1686112886.0860038,7437,14.63210391998291
1686112897.11927,7465,14.643573760986328
1686112898.968552,7469,14.643291473388672
1686112900.373234,7471,14.631924629211426
1686112915.5424404,7507,14.599791526794434
1686112930.4561543,7544,14.572535514831543
1686112951.5850086,7594,14.589062690734863
1686112955.8553088,7605,14.591570854187012
1686112972.7525878,7645,14.562555313110352
1686113008.034925,7728,14.577359199523926
1686113009.721862,7731,14.592778205871582
1686113020.6372805,7757,14.602206230163574
1686113035.9732332,7795,14.597485542297363
1686113048.506727,7822,14.555097579956055
1686113063.0803812,7856,14.548727035522461
1686113079.6452808,7896,14.497135162353516
1686113117.3720808,7987,14.50515365600586
1686113179.230873,8123,14.519429206848145
1686113249.9546993,8292,14.455467224121094
1686113293.9169037,8398,14.472418785095215
1686113357.641603,8549,14.424849510192871
1686113359.99987,8555,14.43012523651123
1686113387.1214647,8619,14.405699729919434
1686113404.0462146,8660,14.388447761535645
1686113418.923227,8695,14.392437934875488
1686113431.664895,8725,14.419215202331543
1686113443.6072137,8753,14.411279678344727
1686113453.6766741,8777,14.379986763000488
1686113454.0838954,8779,14.384175300598145
1686113472.8932033,8824,14.38279914855957
1686113477.0705647,8834,14.390292167663574
1686113493.0350518,8871,14.378539085388184
1686113495.5490801,8878,14.383556365966797
1686113576.1045094,9059,14.381775856018066
1686113603.5716076,9122,14.38939094543457
1686113616.9425845,9153,14.38037395477295
1686113658.3507576,9253,14.373181343078613
