Wall time,Step,Value
1686109968.7016037,108,11.103931427001953
1686109992.851244,173,8.609978675842285
1686110018.534132,245,7.201560974121094
1686110023.8980618,260,7.021759033203125
1686110076.2364168,403,6.382735252380371
1686110100.5460825,466,6.289735317230225
1686110116.740134,511,6.273230075836182
1686110126.0656931,539,6.248841762542725
1686110133.0855176,557,6.250402450561523
1686110147.4820662,597,6.227879047393799
1686110169.3923144,659,6.285556316375732
1686110207.7227623,765,6.354221343994141
1686110222.3262722,805,6.379489421844482
1686110245.480818,867,6.460045337677002
1686110252.556715,887,6.476600170135498
1686110304.173588,1016,6.7376203536987305
1686110307.9383056,1027,6.762373447418213
1686110311.7648134,1038,6.766760349273682
1686110344.5685089,1126,6.862007141113281
1686110346.630728,1133,6.87484884262085
1686110357.5685666,1165,6.924816131591797
1686110362.4043236,1177,6.933945178985596
1686110364.6263556,1185,6.945491790771484
1686110389.7090707,1253,7.027929782867432
1686110390.025935,1255,7.032492160797119
1686110396.8775866,1272,7.045259475708008
1686110436.2913015,1377,7.2039570808410645
1686110451.014834,1418,7.246486186981201
1686110465.92951,1459,7.2971014976501465
1686110478.6634924,1495,7.32718563079834
1686110485.4768727,1511,7.337296009063721
1686110485.9822433,1514,7.345361232757568
1686110498.6851149,1549,7.358374118804932
1686110505.4549375,1566,7.363454341888428
1686110544.0884073,1671,7.483756065368652
1686110644.6676776,1941,7.682390213012695
1686110652.110389,1961,7.709204196929932
1686110652.288383,1962,7.7104878425598145
1686110803.4209948,2360,8.12125301361084
1686110832.5398755,2437,8.164636611938477
1686110834.3578804,2442,8.177927017211914
1686110841.888686,2463,8.209283828735352
1686110843.3195047,2466,8.212356567382812
1686110856.8616445,2504,8.239883422851562
1686110884.78373,2578,8.326904296875
1686110906.5526767,2636,8.407044410705566
1686110908.8680325,2644,8.415847778320312
1686110923.1731577,2685,8.483665466308594
1686110926.6264377,2694,8.493228912353516
1686110932.1146972,2709,8.527626991271973
1686110935.5188966,2718,8.517664909362793
1686110954.3332539,2769,8.590624809265137
1686110961.1868193,2786,8.623902320861816
1686110982.1750448,2845,8.698266983032227
1686111029.476344,2974,8.858455657958984
1686111074.2079723,3084,9.01505184173584
1686111081.6427574,3105,9.048722267150879
1686111082.8234646,3106,9.050352096557617
1686111097.895218,3146,9.0684232711792
1686111116.8650832,3200,9.131421089172363
1686111123.8403242,3218,9.159313201904297
1686111132.8954537,3242,9.219352722167969
1686111141.864832,3266,9.27506160736084
1686111142.3522007,3269,9.28265380859375
1686111175.4761682,3357,9.387625694274902
1686111192.6576617,3405,9.449991226196289
1686111222.4204054,3484,9.580827713012695
1686111229.3850439,3501,9.62489128112793
1686111239.0129988,3527,9.654870986938477
1686111253.7300396,3567,9.708691596984863
1686111266.4065542,3601,9.767011642456055
1686111271.9505432,3617,9.790489196777344
1686111285.6578104,3655,9.863367080688477
1686111291.081593,3669,9.898628234863281
1686111292.6091275,3672,9.907434463500977
1686111307.8227353,3713,9.968217849731445
1686111334.0905797,3783,10.059995651245117
1686111358.4673512,3849,10.185591697692871
1686111383.7294426,3916,10.314873695373535
1686111424.2121246,4013,10.494704246520996
1686111428.153171,4024,10.515368461608887
1686111460.6941793,4110,10.681204795837402
1686111465.8309035,4122,10.692516326904297
1686111488.4511864,4182,10.786209106445312
1686111492.264177,4193,10.801483154296875
1686111505.3681252,4228,10.839534759521484
1686111539.2364056,4319,11.015296936035156
1686111543.039358,4329,11.034947395324707
1686111622.6998506,4540,11.42216968536377
1686111632.366538,4565,11.450288772583008
1686111664.4146695,4650,11.6197509765625
1686111681.2822485,4691,11.681631088256836
1686111734.6923087,4833,11.893814086914062
1686111736.37418,4837,11.890748023986816
1686111753.7779384,4883,11.922961235046387
1686111832.8124363,5080,12.212806701660156
1686111836.3454256,5089,12.224895477294922
1686111837.6648083,5091,12.22373104095459
1686111853.2218535,5133,12.253377914428711
1686111854.9030702,5137,12.251803398132324
1686111862.4598095,5156,12.26419448852539
1686111873.5537744,5188,12.256304740905762
1686111878.6185484,5201,12.269428253173828
1686111888.090937,5226,12.301918029785156
1686111901.517996,5263,12.302945137023926
1686111914.193253,5296,12.342034339904785
1686111939.7596862,5363,12.431780815124512
1686111955.3327997,5404,12.441733360290527
1686111974.571669,5455,12.488929748535156
1686112055.2692773,5668,12.50421142578125
1686112089.8478036,5759,12.546579360961914
1686112118.0142379,5833,12.559187889099121
1686112130.9920485,5867,12.562848091125488
1686112135.2823563,5880,12.550076484680176
1686112165.6138213,5957,12.579437255859375
1686112175.0390375,5982,12.606339454650879
1686112180.9315674,5998,12.621115684509277
1686112207.647056,6054,12.610262870788574
1686112231.1482754,6112,12.656147956848145
1686112241.2763443,6139,12.637410163879395
1686112243.0406346,6143,12.625855445861816
1686112275.360825,6226,12.652158737182617
1686112281.5221658,6244,12.675311088562012
1686112294.8563936,6280,12.676985740661621
1686112315.979722,6333,12.66324234008789
1686112316.3578634,6335,12.671530723571777
1686112325.7077403,6359,12.648609161376953
1686112325.8686934,6360,12.637528419494629
1686112327.757223,6365,12.642829895019531
