Wall time,Step,Value
1686505845.5773354,108,1.0037792921066284
1686505878.4545462,173,0.7488147616386414
1686505914.566059,245,0.5759631395339966
1686505922.2575274,260,0.5536246299743652
1686505995.1046023,403,0.4595319926738739
1686506027.6533155,466,0.44784143567085266
1686506050.1263473,511,0.4407286047935486
1686506063.0781028,539,0.4366655647754669
1686506073.1320531,557,0.43419474363327026
1686506093.6634593,597,0.42863020300865173
1686506125.273524,659,0.42050158977508545
1686506179.1600156,765,0.40751972794532776
1686506199.6635838,805,0.4039440155029297
1686506231.8859527,867,0.3996598720550537
1686506242.5458033,887,0.3981550633907318
1686506316.8163178,1016,0.390669047832489
1686506322.038157,1027,0.3901723623275757
1686506327.2088795,1038,0.3896794021129608
1686506372.9720333,1126,0.38519182801246643
1686506375.9224648,1133,0.3850046992301941
1686506391.9736636,1165,0.38365620374679565
1686506399.1994395,1177,0.3830975294113159
1686506402.3504016,1185,0.38254591822624207
1686506438.1937473,1253,0.37976157665252686
1686506438.5952485,1255,0.37974390387535095
1686506448.369746,1272,0.3788573443889618
1686506502.4436119,1377,0.3764677941799164
1686506522.8449779,1418,0.37516316771507263
1686506544.077386,1459,0.3737415671348572
1686506562.164768,1495,0.37369921803474426
1686506571.6424568,1511,0.37307432293891907
1686506572.2693336,1514,0.3729941248893738
1686506590.2201264,1549,0.372338205575943
1686506599.9987671,1566,0.3715638518333435
1686506653.4204726,1671,0.36904001235961914
1686506791.8951929,1941,0.36602288484573364
1686506802.0115016,1961,0.3663402199745178
1686506802.1833334,1962,0.366377592086792
1686507014.5768976,2360,0.3659543991088867
1686507055.89253,2437,0.3660438060760498
1686507058.4392135,2442,0.36610373854637146
1686507068.7403078,2463,0.36621686816215515
1686507071.0214946,2466,0.36622005701065063
1686507089.885487,2504,0.36646562814712524
1686507128.1220522,2578,0.3666136562824249
1686507159.1611853,2636,0.3668701946735382
1686507162.3605278,2644,0.36691224575042725
1686507183.4476805,2685,0.3662441372871399
1686507188.453609,2694,0.3662393391132355
1686507196.1215527,2709,0.3663228154182434
1686507200.8680842,2718,0.3664533793926239
1686507226.7652764,2769,0.36660313606262207
1686507236.432201,2786,0.36666813492774963
1686507266.0929055,2845,0.3669303357601166
1686507334.2293537,2974,0.3672657907009125
1686507398.9447424,3084,0.36805716156959534
1686507409.4683552,3105,0.3684110641479492
1686507411.2185822,3106,0.36849796772003174
1686507431.8276541,3146,0.3677027225494385
1686507458.4710429,3200,0.3681652247905731
1686507468.704235,3218,0.3682973384857178
1686507481.5278413,3242,0.3692995309829712
1686507494.4285202,3266,0.3701801598072052
1686507494.9845312,3269,0.3703073561191559
1686507541.9828935,3357,0.3692420423030853
1686507565.9314404,3405,0.36935123801231384
1686507608.0757697,3484,0.37027543783187866
1686507618.1908343,3501,0.3706955313682556
1686507631.5446944,3527,0.37121865153312683
1686507652.451957,3567,0.37130120396614075
1686507670.9170773,3601,0.3711532652378082
1686507679.1806865,3617,0.3713237941265106
1686507698.4567618,3655,0.3714753985404968
1686507706.2399158,3669,0.3719732463359833
1686507708.5485091,3672,0.37194129824638367
1686507729.603968,3713,0.3720206320285797
1686507766.4142628,3783,0.3713361620903015
1686507800.9199553,3849,0.371385395526886
1686507837.2734084,3916,0.3712936341762543
1686507895.1615524,4013,0.37095504999160767
1686507900.6780236,4024,0.37132057547569275
1686507944.5052075,4110,0.37119317054748535
1686507951.774012,4122,0.371186763048172
1686507983.490836,4182,0.3716568946838379
1686507988.8776302,4193,0.37137866020202637
1686508007.0580273,4228,0.37081199884414673
1686508054.5276926,4319,0.37077346444129944
