Wall time,Step,Value
1686505901.5602455,108,19.146915435791016
1686505939.7122982,173,14.925116539001465
1686505981.4423358,245,11.839982986450195
1686505990.4821289,260,11.455187797546387
1686506075.9103549,403,10.733271598815918
1686506113.2285657,466,10.908635139465332
1686506139.7586088,511,10.998176574707031
1686506155.5613341,539,11.05600357055664
1686506166.8701432,557,11.085671424865723
1686506190.9399874,597,11.12292766571045
1686506227.855271,659,11.18472957611084
1686506290.8267145,765,11.267008781433105
1686506315.26899,805,11.317730903625488
1686506353.6410255,867,11.346275329589844
1686506366.0602107,887,11.345208168029785
1686506452.3305044,1016,11.407238960266113
1686506458.5021424,1027,11.403946876525879
1686506464.6882977,1038,11.390278816223145
1686506518.4268677,1126,11.374795913696289
1686506521.8086374,1133,11.381854057312012
1686506540.2058213,1165,11.390608787536621
1686506548.407082,1177,11.391122817993164
1686506552.2439616,1185,11.38668155670166
1686506593.7897055,1253,11.383400917053223
1686506594.3848715,1255,11.38420295715332
1686506605.2695312,1272,11.398611068725586
1686506667.7018998,1377,11.42042064666748
1686506692.0885663,1418,11.454145431518555
1686506716.6206028,1459,11.449904441833496
1686506738.9261699,1495,11.456003189086914
1686506749.9899333,1511,11.44195556640625
1686506750.7745419,1514,11.439994812011719
1686506771.2931736,1549,11.435795783996582
1686506782.36458,1566,11.430900573730469
1686506846.5553071,1671,11.44420337677002
1686507009.261784,1941,11.506882667541504
1686507021.5810275,1961,11.514030456542969
1686507021.8527606,1962,11.511588096618652
1686507267.8795125,2360,11.595420837402344
1686507315.9693305,2437,11.658164024353027
1686507319.2522626,2442,11.654391288757324
1686507331.6618204,2463,11.674676895141602
1686507334.1771433,2466,11.679795265197754
1686507356.6882606,2504,11.680403709411621
1686507403.871962,2578,11.743915557861328
1686507439.6080866,2636,11.778035163879395
1686507443.4966788,2644,11.80117416381836
1686507467.4634936,2685,11.810851097106934
1686507473.1631029,2694,11.824769973754883
1686507482.0520346,2709,11.838541984558105
1686507487.7557852,2718,11.847393035888672
1686507518.4107788,2769,11.877086639404297
1686507529.7674248,2786,11.894970893859863
1686507563.684462,2845,11.910213470458984
1686507641.419753,2974,11.98118782043457
1686507715.0380604,3084,12.03471851348877
1686507728.3048818,3105,12.043255805969238
1686507730.2221205,3106,12.039918899536133
1686507754.377442,3146,12.058951377868652
1686507786.090467,3200,12.12322998046875
1686507797.7032754,3218,12.137354850769043
1686507812.674002,3242,12.153772354125977
1686507827.778668,3266,12.184028625488281
1686507828.5379765,3269,12.189545631408691
1686507882.831646,3357,12.193490028381348
1686507912.2216358,3405,12.228692054748535
1686507961.0664022,3484,12.242582321166992
1686507972.973198,3501,12.249945640563965
1686507988.5625668,3527,12.290177345275879
1686508012.6821976,3567,12.302289009094238
1686508033.5243301,3601,12.315269470214844
1686508042.8751647,3617,12.325591087341309
1686508064.4083462,3655,12.341081619262695
1686508073.2918699,3669,12.34699535369873
1686508076.0823264,3672,12.352380752563477
1686508100.7305787,3713,12.374462127685547
1686508142.966024,3783,12.356842041015625
1686508181.6878567,3849,12.310567855834961
1686508222.957299,3916,12.358609199523926
1686508287.5330076,4013,12.464946746826172
1686508293.6791635,4024,12.466142654418945
1686508345.5266368,4110,12.462475776672363
1686508353.5571878,4122,12.470974922180176
1686508389.9666476,4182,12.488972663879395
1686508396.4644954,4193,12.494742393493652
1686508417.0578337,4228,12.47784423828125
1686508472.7682204,4319,12.506307601928711
1686508478.6311004,4329,12.513967514038086
1686508605.730796,4540,12.554161071777344
1686508621.1178007,4565,12.565129280090332
1686508673.1140747,4650,12.518229484558105
1686508700.3839724,4691,12.517513275146484
1686508787.3367357,4833,12.543405532836914
1686508790.0497358,4837,12.545225143432617
1686508817.1205618,4883,12.542747497558594
1686508942.7623878,5080,12.520730018615723
1686508948.3866427,5089,12.518811225891113
1686508950.4199903,5091,12.520462036132812
1686508974.5656288,5133,12.491376876831055
1686508977.1503272,5137,12.48708438873291
1686508988.900993,5156,12.502752304077148
1686509007.0511253,5188,12.48960018157959
1686509015.328494,5201,12.494128227233887
1686509030.5877683,5226,12.516230583190918
1686509052.5926294,5263,12.510371208190918
1686509073.155794,5296,12.50562572479248
1686509113.9270518,5363,12.489431381225586
1686509138.2789578,5404,12.492405891418457
1686509169.3846812,5455,12.464438438415527
1686509299.3898041,5668,12.493208885192871
1686509353.9062726,5759,12.525452613830566
1686509398.5648057,5833,12.521145820617676
1686509419.6606474,5867,12.537137985229492
1686509426.2222855,5880,12.546360969543457
1686509473.8161082,5957,12.543081283569336
1686509489.788603,5982,12.536102294921875
1686509499.087937,5998,12.530046463012695
1686509540.8578982,6054,12.529960632324219
1686509577.7830606,6112,12.53251838684082
1686509593.2095923,6139,12.549358367919922
1686509595.9339044,6143,12.56060791015625
1686509648.1343691,6226,12.582527160644531
1686509658.2280233,6244,12.579216957092285
1686509680.31276,6280,12.612276077270508
1686509713.1494153,6333,12.607624053955078
1686509713.7195027,6335,12.620244979858398
1686509728.0259714,6359,12.625462532043457
1686509728.321526,6360,12.629280090332031
1686509731.3814154,6365,12.623119354248047
1686509734.4422512,6370,12.612110137939453
