Wall time,Step,Value
1686505972.8743324,108,1.0076696872711182
1686506008.3740075,173,0.7570059895515442
1686506046.15648,245,0.5788946151733398
1686506054.0643816,260,0.5554552674293518
1686506129.3700578,403,0.46333128213882446
1686506163.1241837,466,0.4516165554523468
1686506186.7789512,511,0.4449189603328705
1686506200.9967146,539,0.4398258626461029
1686506211.361596,557,0.436458557844162
1686506232.5820236,597,0.428016722202301
1686506264.7958972,659,0.4171944260597229
1686506320.4438944,765,0.40553390979766846
1686506341.694298,805,0.4020969867706299
1686506374.5794265,867,0.3976418673992157
1686506384.920199,887,0.39634427428245544
1686506460.226073,1016,0.38931384682655334
1686506465.6557152,1027,0.3886878788471222
1686506471.2950053,1038,0.38814085721969604
1686506518.2268484,1126,0.38296449184417725
1686506521.2388551,1133,0.3827241361141205
1686506537.7533412,1165,0.38111403584480286
1686506545.303862,1177,0.380477637052536
1686506548.5549288,1185,0.3800605833530426
1686506584.7313964,1253,0.37678053975105286
1686506585.1438873,1255,0.37685224413871765
1686506595.0987296,1272,0.37611642479896545
1686506649.7519946,1377,0.37181565165519714
1686506671.5256374,1418,0.37079793214797974
1686506692.7147737,1459,0.36985671520233154
1686506711.3738651,1495,0.36878272891044617
1686506721.2166219,1511,0.3686639964580536
1686506721.8112545,1514,0.3687085509300232
1686506740.5488927,1549,0.36834031343460083
1686506750.251627,1566,0.36794352531433105
1686506806.2879195,1671,0.3660881221294403
1686506946.6759086,1941,0.3633127808570862
1686506957.1065726,1961,0.36302587389945984
1686506957.3059092,1962,0.36311084032058716
1686507174.6248243,2360,0.362979918718338
1686507216.6990137,2437,0.36290279030799866
1686507219.3950903,2442,0.36293140053749084
1686507230.211467,2463,0.3630317747592926
1686507232.4564126,2466,0.36302435398101807
1686507251.9156513,2504,0.3635922968387604
1686507291.359289,2578,0.36377671360969543
1686507322.2590387,2636,0.3644409477710724
1686507325.369251,2644,0.3644910454750061
1686507346.7260118,2685,0.36448678374290466
1686507351.6310747,2694,0.3645172417163849
1686507359.4807043,2709,0.36488017439842224
1686507364.6411014,2718,0.3649519085884094
1686507391.0256805,2769,0.36570462584495544
1686507401.0491729,2786,0.36603379249572754
1686507430.948078,2845,0.3662154972553253
1686507499.1551285,2974,0.3670303225517273
1686507564.5695107,3084,0.3678376376628876
1686507575.4639847,3105,0.36820095777511597
1686507577.2735696,3106,0.3681565523147583
1686507598.6226912,3146,0.36802369356155396
1686507625.7693253,3200,0.36887088418006897
1686507635.9140851,3218,0.3691945970058441
1686507648.9995282,3242,0.36960217356681824
1686507661.818854,3266,0.3699394762516022
1686507662.3949466,3269,0.37000924348831177
1686507709.7951462,3357,0.3696403205394745
1686507734.1845496,3405,0.36972716450691223
1686507776.0507455,3484,0.36968544125556946
1686507785.8855708,3501,0.3701757490634918
1686507799.4787283,3527,0.3704828917980194
1686507820.793627,3567,0.37119260430336
1686507839.0802615,3601,0.3713560700416565
1686507846.8679588,3617,0.3714068531990051
1686507865.9870384,3655,0.3710136413574219
1686507873.7532053,3669,0.3712237477302551
1686507876.0096037,3672,0.37107041478157043
1686507896.953019,3713,0.3710264265537262
1686507933.7739396,3783,0.37009483575820923
1686507968.5840669,3849,0.3699286878108978
1686508005.0787942,3916,0.3703267574310303
1686508063.2740867,4013,0.3698904514312744
1686508069.0072448,4024,0.3699876070022583
1686508114.196306,4110,0.3696971833705902
1686508121.6141765,4122,0.3698510229587555
1686508152.9219337,4182,0.37058284878730774
1686508158.208122,4193,0.37024807929992676
1686508176.3494904,4228,0.36939194798469543
1686508223.8111558,4319,0.3684258460998535
1686508228.9661698,4329,0.36882904171943665
1686508341.0686471,4540,0.3679451644420624
1686508354.2306428,4565,0.36823976039886475
1686508399.669976,4650,0.36692261695861816
1686508422.6770856,4691,0.36631065607070923
1686508498.132564,4833,0.36586546897888184
1686508500.4987082,4837,0.3658957779407501
1686508524.2908623,4883,0.3660891652107239
1686508636.1336992,5080,0.36580705642700195
1686508641.3957925,5089,0.36541277170181274
1686508643.4958997,5091,0.36554190516471863
1686508665.4226677,5133,0.3654838800430298
1686508667.8731706,5137,0.3653334081172943
1686508678.42618,5156,0.3649918735027313
1686508695.125248,5188,0.36377352476119995
1686508702.6746805,5201,0.3629339039325714
1686508715.8714976,5226,0.3616233468055725
1686508734.9882803,5263,0.3595235049724579
1686508753.0788474,5296,0.35809069871902466
1686508787.7986393,5363,0.3570690155029297
1686508809.0892253,5404,0.35686880350112915
1686508836.2844174,5455,0.35664281249046326
1686508950.2399623,5668,0.3574396073818207
1686508998.3967853,5759,0.35803088545799255
1686509037.9814868,5833,0.35767266154289246
1686509056.619426,5867,0.35702934861183167
1686509062.3531625,5880,0.35679152607917786
1686509104.660949,5957,0.3568802773952484
1686509118.137014,5982,0.3572365641593933
1686509126.4195821,5998,0.3569365441799164
1686509163.677884,6054,0.3569295406341553
1686509195.56271,6112,0.3571525812149048
1686509209.247043,6139,0.3572894334793091
1686509211.7019975,6143,0.35745227336883545
1686509256.4432528,6226,0.3571236729621887
1686509264.927581,6244,0.3572322130203247
1686509283.688281,6280,0.3573240637779236
1686509312.478063,6333,0.35776832699775696
1686509312.90275,6335,0.3578638732433319
1686509325.7751007,6359,0.35770055651664734
1686509326.001858,6360,0.35777655243873596
1686509328.6396115,6365,0.3576103150844574
1686509331.2243946,6370,0.35753560066223145
1686509428.7191825,6552,0.3573142886161804
1686509437.2889607,6570,0.357227087020874
1686509447.3926833,6586,0.357697457075119
1686509450.2246683,6591,0.35752376914024353
1686509453.746177,6600,0.3574278950691223
1686509524.9153152,6731,0.3572143614292145
1686509535.4446259,6751,0.35718515515327454
1686509562.8153467,6803,0.3583076596260071
1686509584.425711,6843,0.3580684959888458
1686509589.2664053,6851,0.3583325147628784
